show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,is_emea,genres_list
s6524,Movie,Compulsion,Craig Goodwill,"Analeigh Tipton, Jakob Cedergren, Marta Gastini, Jan Bijvoet, Anita Kravos, Valentin Merlet","United Kingdom, Canada, Italy","October 4, 2018",2016,TV-MA,84 min,"Dramas, Thrillers","Lured to a majestic, remote villa by an old lover, an erotic novelist finds herself falling for a mysterious woman and descending into a moral abyss.",True,"['Dramas', 'Thrillers']"
s6526,Movie,Concrete Football,"Jesse Adang, Syrine Boulanouar",,"Czech Republic, France","September 1, 2017",2016,TV-MA,52 min,"Documentaries, International Movies, Sports Movies","The development of professional soccer worldwide owes a great debt to the soccer – or ""football"" – that is played on the streets of France.",True,"['Documentaries', 'International Movies', 'Sports Movies']"
s6529,Movie,Conor McGregor: Notorious,Gavin Fitzgerald,Conor McGregor,Ireland,"March 21, 2018",2017,R,90 min,"Documentaries, Sports Movies","From making ends meet to lavish rides and fur coats, the Irish MMA champion grants an all-access pass to the highs – and lows – of his ascent.",True,"['Documentaries', 'Sports Movies']"
s6543,TV Show,Crime Time,,"Augusto Madeira, Érico Brás, Gustavo Machado, Dionisio Neto, Fernanda Vianna, Georgina Castro, Leo Miranda, Marat Descartes, Mauricio Tarcinalli Barros, Sabrina Greve, Sérgio Malheiros",France,"January 31, 2019",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","Born into poverty and trapped in a grim job as a cop in the favelas, a wannabe actor forges a bloody path to celebrity and wealth. Based on true events.",True,"['Crime TV Shows', 'International TV Shows', 'TV Action & Adventure']"
s6548,Movie,Dabbe 6: The Return,Hasan Karacadağ,"Sema Şimşek, Nilay Gök, Volkan Ünal, Fehmi Karaarslan, Elçin Atamgüç, Ömer Duran, Murat Seviş, Aybike Turan, Burak Çimen",Turkey,"April 17, 2019",2015,TV-MA,153 min,"Horror Movies, International Movies","A cardiologist tries to pinpoint the cause of her mother's sudden death as her sister, who witnessed it, claims malevolent demons are at play.",True,"['Horror Movies', 'International Movies']"
s6558,Movie,Dance Academy: The Comeback,Jeffrey Walker,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Jordan Rodrigues, Keiynan Lonsdale, Thomas Lacey, Tara Morice, Miranda Otto","Germany, Australia","July 2, 2018",2017,TV-PG,100 min,"Dramas, International Movies","In this adaptation of the TV series, Tara recovers from injury and pursues a career in the U.S., where she grapples with love and professional rejection.",True,"['Dramas', 'International Movies']"
s6559,Movie,Dancing Quietly,Philipp Eichholtz,"Martina Schöne-Radunski, Hans-Heinrich Hardt, Sebastian Fräsdorf, Claudia Jacob, Deleila Piasko, Tobias Borchers, Ruth Bickelhaupt",Germany,"April 1, 2017",2016,TV-MA,70 min,"Dramas, Independent Movies, International Movies","After years of battling a deep depression, a young woman attempts to pass an important exam with the help of a fellow student.",True,"['Dramas', 'Independent Movies', 'International Movies']"
s6564,Movie,Dare to Be Wild,,,Ireland,"April 1, 2018",2015,TV-PG,100 min,"Dramas, Independent Movies, Romantic Movies",Irish landscape designer Mary Reynolds fights to bring her wild and unconventional style to the esteemed Chelsea Flower Show.,True,"['Dramas', 'Independent Movies', 'Romantic Movies']"
s6566,Movie,Dark Crimes,Alexandros Avranas,"Jim Carrey, Marton Csokas, Charlotte Gainsbourg, Agata Kulesza, Kati Outinen, Zbigniew Zamachowski, Danuta Kowalska, Vlad Ivanov, Robert Więckiewicz, Piotr Głowacki","United Kingdom, Poland, United States","October 15, 2019",2016,R,93 min,"Dramas, Thrillers",A detective on a cold murder case discovers that a famous writer’s latest novel contains details chillingly similar to the crime he’s investigating.,True,"['Dramas', 'Thrillers']"
s6567,Movie,Dark Places,Gilles Paquet-Brenner,"Charlize Theron, Nicholas Hoult, Chloë Grace Moretz, Tye Sheridan, Sterling Jerins, Corey Stoll, Christina Hendricks, Drea de Matteo, Sean Bridgers, Andrea Roth","United States, United Kingdom, France","July 26, 2018",2015,R,113 min,"Dramas, International Movies, Thrillers","Years after surviving a brutal crime as a child, Libby Day comes to believe that the brother she testified against for committing it may be innocent.",True,"['Dramas', 'International Movies', 'Thrillers']"
s6575,Movie,De Film van Dylan Haegens,"Dylan Haegens, Bas van Teylingen","Dylan Haegens, Nick Golterman, Marit Brugman, Ilse Warringa, Teun Peters, Patrick Stoof, Rick Vermeulen, Rico Verhoeven",Netherlands,"April 17, 2019",2018,TV-PG,81 min,"Comedies, International Movies",A YouTuber becomes obsessed with figuring out how his copycat archnemesis manages to steal all of his ideas.,True,"['Comedies', 'International Movies']"
s6577,Movie,Dead in a Week (Or Your Money Back),Tom Edmunds,"Tom Wilkinson, Aneurin Barnard, Freya Mavor, Marion Bailey, Christopher Eccleston, Nigel Lindsay, Velibor Topic",United Kingdom,"March 1, 2019",2018,TV-MA,90 min,Comedies,"After several failed attempts at taking his own life, a young man hires an aging assassin who’ll do anything to fend off retirement.",True,['Comedies']
s6586,Movie,Deathgrip,Clay Porter,"Brendan Fairclough, Olly Wilkins, Kyle Jameson, Andrew Neethling, Nico Vink, Ryan Howard, Sam Hill, Josh Bryceland, Brandon Semenuk",United Kingdom,"March 1, 2018",2017,TV-MA,53 min,"International Movies, Sports Movies",Mountain bikers – including legend Brendan Fairclough – put their skills to the test and engage in daring feats set against vivid backdrops.,True,"['International Movies', 'Sports Movies']"
s6597,Movie,Detention Letter,Mohamed Samy,"Mohamed Ramadan, Dina El-Sherbiny, Eyad Nassar, Sayed Rajab, Walid Fawaz, Eman El-Assy",Egypt,"August 5, 2019",2017,TV-14,99 min,"Action & Adventure, International Movies",A man begins to regret his choices when his brother decides to join him as a member of the same terrorist organization.,True,"['Action & Adventure', 'International Movies']"
s6598,Movie,Detour,Christopher Smith,"Tye Sheridan, Bel Powley, Emory Cohen, Gbenga Akinnagbe, Jared Abrahamson, John Lynch, Stephen Moyer","United Kingdom, South Africa","May 25, 2017",2016,R,97 min,Thrillers,"Convinced his stepfather caused the crash that left his mother in a coma, a law student drunkenly agrees to his murder, then can't rescind the deal.",True,['Thrillers']
s6600,Movie,Devil's Bride,Saara Cantell,"Tuulia Eloranta, Magnus Krepper, Elin Petersdottir, Claes Malmberg, Kaija Pakarinen, Antti Reini, Lauri Tanskanen, Johanna af Schultén, Maria Sid, Pirkko Hämäläinen, Sonja Halla-aho","Finland, Sweden, Norway, Latvia, Germany","June 1, 2017",2016,TV-MA,108 min,"Dramas, International Movies","On a small Finnish island in 1666, a teenage girl in love with a married fisherman becomes the center of a tragic witch hunt and power struggle.",True,"['Dramas', 'International Movies']"
s6607,Movie,Diana: 7 Days That Shook the World,Ben Ryder,James D'Arcy,United Kingdom,"July 28, 2017",2017,TV-PG,93 min,Documentaries,"This illuminating documentary examines the aftermath of Princess Diana’s tragic death and the tense, dramatic week leading up to her funeral.",True,['Documentaries']
s6608,Movie,Diana: In Her Own Words,,,United Kingdom,"December 1, 2017",2017,TV-PG,113 min,"Documentaries, International Movies","Featuring archival footage and personal recordings, this documentary offers candid insight into the life of the beloved princess.",True,"['Documentaries', 'International Movies']"
s6609,Movie,Diary of a Chambermaid,Benoît Jacquot,"Léa Seydoux, Vincent Lindon, Clotilde Mollet, Hervé Pierre, Mélodie Valemberg, Patrick d'Assumçao, Vincent Lacoste, Joséphine Derenne, Dominique Reymond","France, Belgium","December 3, 2016",2015,NR,96 min,"Dramas, International Movies","An attractive young woman goes to work as a chambermaid for a troublesome couple. The wife is unreasonable, and the husband won't stop hitting on her.",True,"['Dramas', 'International Movies']"
s6624,Movie,Domino,Brian De Palma,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani","Denmark, France, Belgium, Italy, Netherlands, United States, United Kingdom","September 28, 2019",2019,R,89 min,"International Movies, Thrillers","A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage.",True,"['International Movies', 'Thrillers']"
s6628,Movie,Don't Crack Under Pressure,Thierry Donard,"Davide Carrera, Jesse Richman, Loic Collomb-Patton, Wille Lindberg, Matt Annetts",France,"June 12, 2020",2015,TV-MA,95 min,"Action & Adventure, Documentaries, International Movies","There are risks. Then there are risk-takers. In an around-the-world trip, follow athletes perform jaw-dropping acts in unpredictable elements of nature.",True,"['Action & Adventure', 'Documentaries', 'International Movies']"
s6629,Movie,Don't Crack Under Pressure II,Thierry Donard,"Davide Carrera, Eric Duguil, Jesse Richman, Richie Jackson, Loic Collomb-Patton, Wille Lindberg, Matt Annetts",France,"June 12, 2020",2016,TV-MA,88 min,"Action & Adventure, Documentaries, International Movies","Using state-of-the-art technology, this stunning sequel follows athletes pulling off daring feats under extreme conditions in extraordinary locations.",True,"['Action & Adventure', 'Documentaries', 'International Movies']"
s6630,Movie,Don't Crack Under Pressure III,Thierry Donard,"Temarii Buillard, Davide Carrera, Jesse Richman, Loic Collomb-Patton, Wille Lindberg, Matt Annetts",France,"June 12, 2020",2017,TV-14,94 min,"Action & Adventure, Documentaries, International Movies","Through deserts, above mountains and deep into oceans, elite athletes — both veteran and new — form bonds and pursue adventure in sumptuous landscapes.",True,"['Action & Adventure', 'Documentaries', 'International Movies']"
s6631,Movie,Don't Knock Twice,Caradog W. James,"Katee Sackhoff, Lucy Boynton, Richard Mylan, Nick Moran, Pascale Wilson, Javier Botet, Pooneh Hajimohammadi, Sarah Buckland",United Kingdom,"February 8, 2019",2016,R,93 min,"Horror Movies, International Movies",A recovering addict becomes her estranged daughter's only hope after the teen awakens a terrifying child-stealing witch from an urban legend.,True,"['Horror Movies', 'International Movies']"
s6632,Movie,Don't Look Down,Daniel Gordon,Richard Branson,United Kingdom,"April 1, 2017",2016,TV-MA,93 min,"Documentaries, International Movies","Aided by dramatic reconstructions and archive footage, Sir Richard Branson recounts his daring attempts to break hot air balloon records.",True,"['Documentaries', 'International Movies']"
s6641,Movie,Dr. Seuss' The Grinch,"Scott Mosier, Yarrow Cheney","Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams, Kenan Thompson, Angela Lansbury","France, China, Japan, United States","June 5, 2019",2018,PG,86 min,"Children & Family Movies, Comedies",A grump with a mean streak plots to bring Christmas to a halt in the cheerful town of Whoville. But a generous little girl could change his heart.,True,"['Children & Family Movies', 'Comedies']"
s6649,Movie,Dream Boat,Tristan Ferland Milewski,,Germany,"December 1, 2017",2017,TV-MA,92 min,"Documentaries, International Movies, LGBTQ Movies","On a cruise for gay men, five passengers of different nationalities take a break from their families and cultures to party and reflect on life.",True,"['Documentaries', 'International Movies', 'LGBTQ Movies']"
s6650,Movie,Dries,Reiner Holzemer,Dries Van Noten,"Germany, Belgium","January 1, 2018",2017,TV-PG,89 min,"Documentaries, International Movies",This documentary explores the intense passion and distinctive talent that make Dries Van Noten one of the most unique fashion designers in the world.,True,"['Documentaries', 'International Movies']"
s6657,Movie,E-Cigarettes: Miracle or Menace?,Emma Hatherley,Michael Mosley,United Kingdom,"February 1, 2019",2016,TV-14,52 min,Documentaries,This documentary investigates the surge in vaping culture and whether e-cigarettes can really help smokers kick the habit.,True,['Documentaries']
s6660,TV Show,Earth's Natural Wonders,,Olivia Colman,United Kingdom,"March 1, 2017",2015,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Earth's most sublime landscapes can also be the most forbidding. Discover how inhabitants survive and flourish in our planet's harshest environments.,True,"['British TV Shows', 'Docuseries', 'Science & Nature TV']"
s6678,Movie,El fin de ETA,Justin Webster,,Spain,"April 8, 2017",2017,TV-14,106 min,"Documentaries, International Movies","This documentary chronicles the decade-long process that led to the end of the ETA, a Basque terrorist group that operated for more than 50 years.",True,"['Documentaries', 'International Movies']"
s6682,Movie,Elizabeth at 90: A Family Tribute,John Bridcut,,United Kingdom,"May 22, 2017",2016,TV-G,90 min,Documentaries,A blend of the royal family's intimate recollections and rarely seen home movies pays tribute to Queen Elizabeth II on the eve of her 90th birthday.,True,['Documentaries']
s6687,Movie,Elstree 1976,Jon Spira,"Paul Blake, Jeremy Bulloch, John Chapman, Anthony Forrest, Laurie Goode, Garrick Hagon, Derek Lyons, Angus MacInnes, David Prowse, Pam Rose",United Kingdom,"September 6, 2016",2015,TV-PG,102 min,Documentaries,"Then and now footage of bit players who appeared in ""Star Wars"" tells the story of how the film and its legions of fans changed their lives forever.",True,['Documentaries']
s6696,TV Show,Encounters with Evil,,Richard Lintern,United Kingdom,"July 12, 2019",2016,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries","This documentary series tries to get at the root of some of the most heinous crimes ever committed by deranged, cold-blooded criminals.",True,"['British TV Shows', 'Crime TV Shows', 'Docuseries']"
s6709,Movie,Euphoria,Valeria Golino,"Riccardo Scamarcio, Valerio Mastandrea, Isabella Ferrari, Valentina Cervi, Jasmine Trinca, Andrea Germani, Marzia Ubaldi, Iaia Forte",Italy,"November 1, 2019",2018,R,110 min,"Dramas, International Movies, LGBTQ Movies","An entrepreneur prone to partying and his estranged brother, a teacher resigned to a humdrum life, begin to bond under fragile circumstances.",True,"['Dramas', 'International Movies', 'LGBTQ Movies']"
s6714,Movie,Everybody Knows,Asghar Farhadi,"Penélope Cruz, Javier Bardem, Ricardo Darín, Eduard Fernández, Bárbara Lennie, Inma Cuesta, Elvira Mínguez, Ramón Barea, Carla Campra, Sara Sálamo, Roger Casamajor, José Ángel Egido","Spain, France, Italy","June 6, 2019",2019,R,133 min,"Dramas, International Movies, Thrillers","Journeying back to her small Spanish hometown for her sister's wedding, Laura must grapple with long-buried secrets when her daughter is abducted.",True,"['Dramas', 'International Movies', 'Thrillers']"
s6717,Movie,Ex Machina,Alex Garland,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno, Claire Selby, Symara Templeman, Gana Bayarsaikhan, Tiffany Pisani, Corey Johnson, Evie Wray, Deborah Rosan",United Kingdom,"July 26, 2018",2015,R,108 min,"Dramas, Independent Movies, International Movies","A coder at a tech company wins a week-long retreat at the compound of his company's CEO, where he's tasked with testing a new artificial intelligence.",True,"['Dramas', 'Independent Movies', 'International Movies']"
s6733,TV Show,Fake or Fortune?,,"Fiona Bruce, Philip Mould, Bendor Grosvenor",United Kingdom,"July 26, 2019",2015,TV-G,1 Season,"British TV Shows, Crime TV Shows, Docuseries",Fiona Bruce and Philip Mould use investigative skills and scientific techniques to determine if paintings are real or just impressive forgeries.,True,"['British TV Shows', 'Crime TV Shows', 'Docuseries']"
s6737,Movie,Familiye,"Sedat Kirtan, Kubilay Sarikaya","Kubilay Sarikaya, Arnel Taci, Muhammed Kirtan, Violetta Schurawlow, Burak Yiğit, Giwar Xatar Hajabi, Ridvan Kirtan, Ilhan Erdinc, Michael Hanemann, Sedat Kirtan",Germany,"May 1, 2019",2017,TV-MA,99 min,"Dramas, Independent Movies, International Movies","An ex-con struggles to take care of his two brothers, a gambling addict and a young man with Down syndrome, after being released from prison.",True,"['Dramas', 'Independent Movies', 'International Movies']"
s6741,Movie,Farce,Shadi Ali,"Ahmed Fathy, Bayoumi Fouad, Sami Maghouri, Mohammed Tharwat, Mohamed Salam, Haya Ibrahim, Mohsen Mansour",Egypt,"June 6, 2019",2017,TV-MA,94 min,"Comedies, International Movies","A beauty expert, a drug dealer and a bungling revolutionary end up in the grips of an extremist group after meeting on a plane to Lebanon.",True,"['Comedies', 'International Movies']"
s6743,TV Show,Father Brown,Ian Barber,"Mark Williams, Sorcha Cusack, Nancy Carroll, Alex Price, Hugo Speer, Tom Chambers, Keith Osborn",United Kingdom," March 31, 2018",2017,TV-14,6 Seasons,"British TV Shows, Crime TV Shows, TV Dramas","A modest, compassionate priest doubles as an effective crime solver in this series based on the short stories by G.K. Chesterton.",True,"['British TV Shows', 'Crime TV Shows', 'TV Dramas']"
s6748,Movie,Fifty,Biyi Bandele,"Dakore Akande, Ireti Doyle, Nse Ikpe-Etim, Omoni Oboli",Nigeria,"December 28, 2015",2015,NR,101 min,"Dramas, International Movies","In Lagos, Nigeria, four successful women on the verge of 50 take stock of their lives and loves over the course of one week.",True,"['Dramas', 'International Movies']"
s6751,TV Show,Filinta,,"Onur Tuna, Serhat Tutumluer, Mehmet Özgür, Naz Elmas, Kayra Şenocak, Kamil Güler, Ceyhun Ergin, Burcu Çoban, Umut Kırcalı, Sencer Serta",Turkey,"April 15, 2017",2015,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure","In 19th-century Istanbul, a young police officer investigates crimes and falls in love with the daughter of a wealthy merchant conspiring against him.",True,"['Crime TV Shows', 'International TV Shows', 'TV Action & Adventure']"
s6757,Movie,Fire at Sea,Gianfranco Rosi,"Samuele Caruana, Giuseppe Fragapane","Italy, France","March 21, 2017",2016,TV-14,114 min,"Documentaries, International Movies","Heartbreak, hope and nostalgia collide in this complex portrait of Lampedusa, a Mediterranean island where thousands of migrants land each year.",True,"['Documentaries', 'International Movies']"
s6760,Movie,First Kill,Steven C. Miller,"Hayden Christensen, Bruce Willis, Gethin Anthony, Megan Leonard, Tyler Jon Olson, Shea Buckner, William DeMeo, Magi Avila, Ty Shelton, Christine Dye","United Kingdom, Canada, United States","September 1, 2019",2017,R,102 min,Action & Adventure,"A stock broker brings his young son back to the town where he grew up for a hunting trip, but things take a dangerous turn when they witness a crime.",True,['Action & Adventure']
s6761,Movie,FirstBorn,Nirpal Bhogal,"Antonia Thomas, Luke Norris, Thea Petrie, Eileen Davies, Jonathan Hyde",United Kingdom,"March 31, 2017",2016,TV-MA,90 min,"Horror Movies, International Movies",A young couple fights supernatural foes in an attempt to save their daughter from the dark and mysterious forces that follow her every move.,True,"['Horror Movies', 'International Movies']"
s6765,Movie,Fittest in Dubai,Gerry Blaksley,,United Arab Emirates,"April 15, 2020",2019,TV-14,60 min,"Documentaries, International Movies, Sports Movies",Top athletes from around the globe test their fitness in a four-day competition at the first-ever CrossFit Sanctional event. Let the games begin.,True,"['Documentaries', 'International Movies', 'Sports Movies']"
s6769,Movie,Flimflam,Khaled Marei,"Ahmed Helmy, Donia Samir Ghanim, Sabrine, Bayyumi Fuad, Jamila Adel Awad, Bea, Yasser El Tobgy, Enaam Salousa",Egypt,"June 13, 2019",2016,TV-14,102 min,"Comedies, International Movies","Nosy family in tow, a fun-loving bachelor goes on a romantic getaway, but he ends up pretending to be married to a complete stranger to avoid trouble.",True,"['Comedies', 'International Movies']"
s6773,Movie,Follow Me,Asri Bendacha,Asri Bendacha,"United Arab Emirates, United States, United Kingdom","November 16, 2018",2017,TV-MA,86 min,"Documentaries, International Movies","Aspiring to be an internet celebrity and make big bucks, a filmmaker travels the world to learn the tricks of the trade from social media influencers.",True,"['Documentaries', 'International Movies']"
s6776,Movie,Footprints: The Path of Your Life,Juan Manuel Cotelo,,Spain,"June 30, 2017",2015,PG,90 min,"Documentaries, Faith & Spirituality, International Movies","This documentary follows 10 men who agree to walk the Camino de Santiago, a 500-mile, 40-day trek that will challenge their strength and faith.",True,"['Documentaries', 'Faith & Spirituality', 'International Movies']"
s6780,Movie,For Love or Money,Mark Murphy,"Robert Kazinsky, Samantha Barks, Ed Speleers, Tony Way, Rachel Hurd-Wood, Ivan Kaye, Anna Chancellor, David Hargreaves, Tanya Reynolds",United Kingdom,"August 16, 2019",2019,TV-MA,95 min,Comedies,"When a goofy but likable millionaire discovers his fiancée’s plan to steal his wealth, he devises an unromantic scheme to make her life a living hell.",True,['Comedies']
s6784,Movie,Forbidden Games: The Justin Fashanu Story,"Jon Carey, Adam Darke","Justin Fashanu, John Fashanu",United Kingdom,"December 1, 2017",2017,TV-14,81 min,"Documentaries, International Movies, LGBTQ Movies","This documentary chronicles the tragic, true story of Justin Fashanu, the first – and only – openly gay man to have played professional soccer.",True,"['Documentaries', 'International Movies', 'LGBTQ Movies']"
s6786,TV Show,Forces of Nature,,,United Kingdom,"March 1, 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","This dynamic series spans the globe to explain the complex natural forces that govern the planet, from shape and color to motion and the elements.",True,"['British TV Shows', 'Docuseries', 'Science & Nature TV']"
s6788,Movie,Forever Pure,Maya Zinshtein,,"United Kingdom, Israel, Russia","May 29, 2017",2016,TV-MA,87 min,"Documentaries, International Movies, Sports Movies",The furor over the addition of two Muslim players to the Beitar Jerusalem soccer club underscores the role of institutionalized racism in Israel.,True,"['Documentaries', 'International Movies', 'Sports Movies']"
s6792,TV Show,Four Seasons in Havana,,"Jorge Perugorría, Carlos Enrique Almirante, Mario Guerra, Luis Alberto García, Juana Acosta, Laura Ramos","Spain, Cuba","December 9, 2016",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","As Havana slowly revolves through the year, wistful detective Mario Conde probes the sultry heart of the city to investigate dark and deadly crimes.",True,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']"
s6801,Movie,Freezer's Campaign,Sameh Abdulaziz,"Bayyumi Fuad, Chico, Hesham Maged, Ahmed Fathy, Nesreen Ameen, Dareen Haddad, Bushra, Samy Maghawry",Egypt,"June 6, 2019",2016,TV-MA,116 min,"Comedies, International Movies","When climate change makes Egypt freeze over, intelligence officers pose as a film crew on location to seek a device that can eliminate the frost.",True,"['Comedies', 'International Movies']"
s6806,Movie,Friend Request,Simon Verhoeven,"Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan, Brooke Markham, Sean Marquette, Liesl Ahlers, Shashawnee Hall, Susan Danford",Germany,"April 18, 2018",2016,R,92 min,"Horror Movies, International Movies",A popular college student's love of social media becomes her biggest regret when a mysterious account marks each of her friends for a grisly demise.,True,"['Horror Movies', 'International Movies']"
s6808,Movie,From Japan to Egypt,Mahmoud Karim,"Ahmed Eid, Saki Tsukamoto, Nada Moussa, Mohammed Tharwat",Egypt,"June 6, 2019",2017,TV-14,93 min,"Children & Family Movies, Comedies, Dramas","After his wife relocates to her home country of Japan, an Egyptian man – and father of two rambunctious kids – tries to win her back.",True,"['Children & Family Movies', 'Comedies', 'Dramas']"
s6818,Movie,Furthest Witness,Adam Del Giudice,"Aaron Stanford, Teri Reeves, Sean Patrick Flanery, Forrest Fyre, Steven Michael Quezada, Paul Blott, Travis Hammer, Ryan Begay, Jermaine Washington, Vincent McDaniel","United States, United Kingdom","April 24, 2019",2017,TV-MA,88 min,"Dramas, Thrillers","Kyle helps people disappear, but when a crazed killer starts hunting down his latest client, he has to decide what he's willing to do to keep her safe.",True,"['Dramas', 'Thrillers']"
s6820,Movie,Gabriel and the Mountain,Fellipe Barbosa,"João Pedro Zappa, Caroline Abras, Alex Alembe, Leonard Siampala, Tony B. Lesika, John Goodluck, Rashidi Athuman, Toney Montana, George Ngandu, Rhosinah Sekeleti, Luke Mpata, Lewis Gadson, Manuela Pacq","Brazil, France","November 9, 2018",2017,TV-MA,132 min,"Dramas, Independent Movies, International Movies","In a drama based on a true story, Brazilian backpacker Gabriel Buchmann spends his gap year exploring Africa. Why does he die in the Malawi mountains?",True,"['Dramas', 'Independent Movies', 'International Movies']"
s6835,TV Show,Genius of the Ancient World,,Bettany Hughes,United Kingdom,"August 1, 2017",2015,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius.",True,"['British TV Shows', 'Docuseries', 'International TV Shows']"
s6836,TV Show,Genius of the Modern World,,Bettany Hughes,United Kingdom,"August 1, 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes explores the intellectual landscapes that helped shape the work of Karl Marx, Friedrich Nietzsche and Sigmund Freud.",True,"['British TV Shows', 'Docuseries', 'International TV Shows']"
s6837,TV Show,Gentlemen and Gangsters,,"David Dencik, Ruth Vega Fernandez, David Fukamachi Regnfors, Sverrir Gudnason, Andreas Kundler, Sven Nordin, Boman Oscarsson, Lars Green, Sebastian Sporsén, Amanda Ooms, Magnus Krepper, Peter Carlberg, Peter Bergared, Christopher Wagelin, Lars Helander, Emilie Jonsson",Sweden,"June 1, 2016",2016,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows","Now on the run, a writer relates his previous year's escapades when he got sucked into the thrilling, sordid orbit of boxer and jazz man Henry Morgan.",True,"['Crime TV Shows', 'International TV Shows', 'Romantic TV Shows']"
s6864,Movie,God's Own Country,Francis Lee,"Josh O'Connor, Alec Secareanu, Ian Hart, Gemma Jones",United Kingdom,"May 1, 2018",2017,TV-MA,105 min,"Dramas, Independent Movies, International Movies","In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection.",True,"['Dramas', 'Independent Movies', 'International Movies']"
s6872,TV Show,Gomorrah,,"Marco D'Amore, Fortunato Cerlino, Salvatore Esposito, Fabio de Caro, Christian Giroso, Giovanni Buselli, Carmine Monaco, Lino Musella, Marco Palvetti, Vincenzo Fabricino, Maria Pia Calzone, Domenico Balsamo, Emanuele Vicorito, Carmine Battaglia, Alessio Gallo","Italy, Germany"," August 21, 2017",2016,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","Mafia activity in Naples is at the center of this series, which focuses on internal struggles that follow after the head of a family is imprisoned.",True,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
s6874,TV Show,Gonul,Neslihan Yesilyurt,"Gökçe Bahadır, Engin Öztürk, Onur Saylak",Turkey,"July 12, 2017",2015,TV-14,1 Season,"International TV Shows, TV Dramas, TV Thrillers","A nurse escapes from her surgeon fiancé after his ex reveals his dark secrets. She later finds love again, but a car accident changes everything.",True,"['International TV Shows', 'TV Dramas', 'TV Thrillers']"
s6884,Movie,Goosebumps 2: Haunted Halloween,Ari Sandel,"Jeremy Ray Taylor, Madison Iseman, Caleel Harris, Wendi McLendon-Covey, Chris Parnell, Ken Jeong, Jack Black","United States, United Kingdom","April 25, 2019",2018,PG,90 min,"Children & Family Movies, Comedies","Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life.",True,"['Children & Family Movies', 'Comedies']"
s6890,TV Show,Grand Designs,,Kevin McCloud,United Kingdom,"August 1, 2019",2017,TV-14,2 Seasons,"British TV Shows, International TV Shows, Reality TV","Host Kevin McCloud presents people who take self-building houses to a new level, following every step of their ambitious plans from beginning to end.",True,"['British TV Shows', 'International TV Shows', 'Reality TV']"
s6895,TV Show,Great Interior Design Challenge,,"Tom Dyckhoff, Daniel Hopwood, Sophie Robinson",United Kingdom," December 1, 2018",2016,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV","In this reality series, amateur interior designers on tight budgets test their mettle transforming rooms with speed and style.",True,"['British TV Shows', 'International TV Shows', 'Reality TV']"
s6896,TV Show,Great Yellowstone Thaw,,,United Kingdom,"October 1, 2017",2017,TV-PG,1 Season,"Docuseries, Science & Nature TV",This series explores the effects of the extreme temperature variations at Yellowstone National Park on the animals that live there.,True,"['Docuseries', 'Science & Nature TV']"
s6898,Movie,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Abba T. Makama,"Ifeanyi Dike Jr., Jamal Ibrahim, Samuel Robinson, Cristabel Goddy, Okey Uzoeshi, Bimbo Manuel, Meg Otanwa, Eric Didie, Donatus Ekwuazi, Omoye Uzamere",Nigeria,"January 1, 2018",2016,TV-MA,102 min,"Comedies, Independent Movies, International Movies","Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go.",True,"['Comedies', 'Independent Movies', 'International Movies']"
s6903,Movie,Guy Martin: Last Flight of the Vulcan Bomber,James Woodroffe,"Guy Martin, Kevin Stone, Shaun Dooley",United Kingdom,"July 26, 2019",2015,TV-G,57 min,"Documentaries, International Movies",Guy Martin assists in preparing the last airworthy Vulcan bomber for a farewell tour while revealing the stories behind the iconic aircraft.,True,"['Documentaries', 'International Movies']"
